system:index,tropospheric_HCHO_column_number_density,.geo
1773,1.8848569483792836E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,20.885830355778875]}"
1774,1.8582556711600705E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,20.885830355778875]}"
1775,2.0260494946625716E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,20.885830355778875]}"
1776,2.092194544643898E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,20.885830355778875]}"
1777,2.2060899506140403E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,20.885830355778875]}"
1778,2.204287335224084E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,20.885830355778875]}"
1779,2.1950999372378092E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72548146560753,20.885830355778875]}"
1780,2.4086426742651434E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,20.885830355778875]}"
1781,2.471964846555329E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,20.885830355778875]}"
1782,2.401575681130105E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.98312286337486,20.885830355778875]}"
1783,2.3327353657652368E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.15093273273024,20.885830355778875]}"
1784,2.42447929406381E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.68992190320195,20.885830355778875]}"
1785,2.628261767470636E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.58823718732147,20.885830355778875]}"
1786,2.8027037789059235E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8458785850888,20.885830355778875]}"
1787,2.7836642277246834E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,20.885830355778875]}"
1788,2.545344273825782E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.92385692603223,20.885830355778875]}"
1789,2.1697989613101017E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.9120037385637,20.885830355778875]}"
1790,1.33344159959959E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,20.975661884190828]}"
1791,1.6243062952763537E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.92199168123622,20.975661884190828]}"
1792,1.6068393169760888E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,20.975661884190828]}"
1793,2.0340699440506244E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,20.975661884190828]}"
1794,1.7447082360123441E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,20.975661884190828]}"
1795,1.8058766289307746E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.51525281771431,20.975661884190828]}"
1796,1.9003845683006982E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,20.975661884190828]}"
1797,1.8595222857069872E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,20.975661884190828]}"
1798,1.855957749342669E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,20.975661884190828]}"
1799,2.0227006446413E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,20.975661884190828]}"
1800,2.0219825401607353E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,20.975661884190828]}"
1801,1.9829987543613415E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,20.975661884190828]}"
1802,2.2591884461708352E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,20.975661884190828]}"
1803,2.252691131706605E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45598688037167,20.975661884190828]}"
1804,2.3458929946574444E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,20.975661884190828]}"
1805,2.3698332342924366E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.90514452243143,20.975661884190828]}"
1806,2.351650192145343E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44413369290315,20.975661884190828]}"
1807,2.451160899610151E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,20.975661884190828]}"
1808,2.4156079604662658E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,20.975661884190828]}"
1809,2.4359006918328434E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.79160661908243,20.975661884190828]}"
1810,2.4081625523642402E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.24076426114219,20.975661884190828]}"
1811,2.391689603371806E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.33059578955414,20.975661884190828]}"
1812,2.4029988350802314E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.60009037479,20.975661884190828]}"
1813,2.69328935733322E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.04924801684976,20.975661884190828]}"
1814,2.6514726984896904E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49840565890952,20.975661884190828]}"
1815,2.534145611225683E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.67806871573343,20.975661884190828]}"
1816,2.6655873042610303E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8458785850888,20.975661884190828]}"
1817,2.8026663726143057E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,20.975661884190828]}"
1818,2.441076396231246E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.37301456809199,20.975661884190828]}"
1819,2.4665531513411106E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.55267762491589,20.975661884190828]}"
1820,2.322365986079283E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7323406817398,20.975661884190828]}"
1821,1.4017496336054345E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.38300251076451,21.065493412602777]}"
1822,1.432198736714002E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,21.065493412602777]}"
1823,1.7030403483883557E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.28131779488403,21.065493412602777]}"
1824,1.9000868447086782E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,21.065493412602777]}"
1825,1.6837352497304348E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,21.065493412602777]}"
1826,1.713553513646921E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42542128930235,21.065493412602777]}"
1827,1.8843544471771747E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,21.065493412602777]}"
1828,1.8335404850840296E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,21.065493412602777]}"
1829,2.0276779988352166E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,21.065493412602777]}"
1830,1.914919874537503E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,21.065493412602777]}"
1831,1.9977937784174942E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,21.065493412602777]}"
1832,2.2535448875042716E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,21.065493412602777]}"
1833,2.263571675731348E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72548146560753,21.065493412602777]}"
1834,2.314298572457009E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,21.065493412602777]}"
1835,2.2568302056656322E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26447063607924,21.065493412602777]}"
1836,2.4328557409138908E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3543021644912,21.065493412602777]}"
1837,2.4450723305345374E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,21.065493412602777]}"
1838,2.454807181951901E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.34244897702267,21.065493412602777]}"
1839,2.4578599574921577E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.85773177255733,21.065493412602777]}"
1840,2.567334519549355E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.03739482938123,21.065493412602777]}"
1841,2.5979864263566874E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39672094302904,21.065493412602777]}"
1842,2.6073167845512937E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.57638399985295,21.065493412602777]}"
1843,2.5750633636632575E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,21.065493412602777]}"
1844,2.6109776675531084E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,21.065493412602777]}"
1845,2.673448270244861E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,21.065493412602777]}"
1846,2.5183797631848296E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28318303968004,21.065493412602777]}"
1847,2.513848694539056E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.46284609650394,21.065493412602777]}"
1848,2.2987691848474253E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.7323406817398,21.065493412602777]}"
1849,1.1914362889897404E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.11350792552865,21.15532494101473]}"
1850,1.508255772051408E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.65249709600036,21.15532494101473]}"
1851,1.5154073016542655E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.10165473806012,21.15532494101473]}"
1852,1.604727413211162E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,21.15532494101473]}"
1853,1.5779012877679556E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.46098085170793,21.15532494101473]}"
1854,1.938770239337398E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,21.15532494101473]}"
1855,1.7711883344162353E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,21.15532494101473]}"
1856,1.740112987827747E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,21.15532494101473]}"
1857,1.7184346474777512E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,21.15532494101473]}"
1858,1.7225761338977621E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,21.15532494101473]}"
1859,1.9440546650026358E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,21.15532494101473]}"
1860,2.185468296587045E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,21.15532494101473]}"
1861,2.3817240592828457E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.713628278139,21.15532494101473]}"
1862,2.4787922080944533E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80345980655096,21.15532494101473]}"
1863,2.505485754008938E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.89329133496291,21.15532494101473]}"
1864,2.4811871133535046E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.16278592019876,21.15532494101473]}"
1865,2.4791398831393817E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.25261744861072,21.15532494101473]}"
1866,2.3867470889870645E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.88143814749438,21.15532494101473]}"
1867,2.3136438257430176E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.33059578955414,21.15532494101473]}"
1868,2.562209444283378E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.60009037479,21.15532494101473]}"
1869,2.6451440681571895E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.58823718732147,21.15532494101473]}"
1870,2.607583110137313E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.48655247144099,21.15532494101473]}"
1871,2.6564543322254004E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8458785850888,21.15532494101473]}"
1872,2.6526875966198244E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.93571011350076,21.15532494101473]}"
1873,2.5560209002940386E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,21.15532494101473]}"
1874,2.633925585762302E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,21.15532494101473]}"
1875,2.557574539236646E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.28318303968004,21.15532494101473]}"
1876,1.2338739080895004E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.2033394539406,21.245156469426682]}"
1877,1.4342204899018136E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[70.65249709600036,21.245156469426682]}"
1878,1.4966364885919808E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.37114932329598,21.245156469426682]}"
1879,2.0448098631103458E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,21.245156469426682]}"
1880,1.7556857254832778E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,21.245156469426682]}"
1881,1.9401901972334798E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,21.245156469426682]}"
1882,1.858399501530778E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.96441045977407,21.245156469426682]}"
1883,1.786457560072486E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,21.245156469426682]}"
1884,1.8030762977705724E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,21.245156469426682]}"
1885,1.7810382566197668E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,21.245156469426682]}"
1886,1.7796637852514566E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,21.245156469426682]}"
1887,1.8255433589657317E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,21.245156469426682]}"
1888,1.8899092102778596E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,21.245156469426682]}"
1889,2.2433684871742585E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,21.245156469426682]}"
1890,2.239762847971792E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62379674972705,21.245156469426682]}"
1891,2.519671290457433E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.88143814749438,21.245156469426682]}"
1892,2.5922275629737903E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.06110120431829,21.245156469426682]}"
1893,2.4439615892617086E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.51025884637805,21.245156469426682]}"
1894,2.513365782840889E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.7797534316139,21.245156469426682]}"
1895,2.72195058428727E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.22891107367366,21.245156469426682]}"
1896,2.533520268185958E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29503622714856,21.245156469426682]}"
1897,2.4422682592626694E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.56453081238442,21.245156469426682]}"
1898,2.544121057779125E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.01368845444418,21.245156469426682]}"
1899,2.5141797321050565E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.19335151126809,21.245156469426682]}"
1900,1.5019636198516315E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.01182320964817,21.334987997838635]}"
1901,1.675525448624251E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,21.334987997838635]}"
1902,1.5607781694957523E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,21.334987997838635]}"
1903,2.1177653154417486E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,21.334987997838635]}"
1904,1.9207585202506245E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,21.334987997838635]}"
1905,1.9193570475324565E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,21.334987997838635]}"
1906,1.8273449398673608E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60508434612626,21.334987997838635]}"
1907,1.8600942502002934E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,21.334987997838635]}"
1908,1.7377284849485363E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,21.334987997838635]}"
1909,1.8284296073138383E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,21.334987997838635]}"
1910,1.697090355314636E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,21.334987997838635]}"
1911,1.8789185918898722E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,21.334987997838635]}"
